model,member,epoch,tr_loss_total,tr_loss_H,tr_loss_RoCoF,tr_loss_D,tr_loss_swing,tr_loss_smooth,vl_loss_total,vl_loss_H,vl_loss_RoCoF,vl_loss_D,vl_loss_swing,vl_loss_smooth
pinn,0,18,0.38858062137917776,0.0025934713165752772,0.0006428157070242777,0.7710136393221413,1.2733498513600863e-07,0.015879904987608513,0.3723846393473008,0.0033229241106549606,0.00010667352912338068,0.7377899113823386,2.5367086104879758e-08,0.011339794919716524
pinn,0,19,0.3883412792915251,0.0024721265838640494,0.0006011662942289216,0.7708285785302883,1.1896356992185536e-07,0.015416140259220832,0.37260055717299967,0.0035638237262473386,9.68710780451896e-05,0.7377495380008922,2.4870296358284685e-08,0.011350017499781269
pinn,0,20,0.38805151203783544,0.0024117949112068588,0.000574438739709965,0.7703990034940766,1.1364012794194046e-07,0.015287942536992997,0.3721642897409551,0.003063733299153254,0.00010151823174537105,0.7378751670613009,2.442079950024917e-08,0.011219088282600483
pinn,0,21,0.3880893540818517,0.002346367444615902,0.0005519254006752063,0.7706337534799809,1.0983814226714147e-07,0.015003365850666674,0.37270303333506866,0.003672720706912086,9.718942494467174e-05,0.7377356746617485,2.299849847819293e-08,0.0113854576176142
pinn,0,22,0.3878927125436504,0.0022688626465046913,0.0005244864779098596,0.7704271630543035,1.0535254437943478e-07,0.014791815007877787,0.37261788108769583,0.0035836983896682367,8.994243206175538e-05,0.7377511683632346,2.2293392752751916e-08,0.011359948322505635
pinn,0,23,0.38782853651337507,0.00222022076302049,0.000504499258013533,0.7704191818469908,1.0111523273965803e-07,0.014637790393175148,0.372537002843969,0.0034672314136782113,8.99385788002024e-05,0.7378240297822392,2.2994573252035747e-08,0.01127593535656
pinn,0,24,0.3878619438264428,0.0021580279614526504,0.0004851379007294138,0.7706357793110173,9.785613940840538e-08,0.014336485881358385,0.3724912703037262,0.003384663470034652,8.000017837997909e-05,0.7379062561427846,1.8641280571450673e-08,0.011345378205399303
pinn,1,1,0.722185921014809,0.18279310811038424,0.11127250627955286,0.9477317653051237,2.2901151080476688e-05,0.9890677120263983,0.396083603886997,0.010477887480245793,0.002548485364326659,0.7681362313382766,5.286037809823671e-07,0.026336076395476565
pinn,1,2,0.44410624264217,0.03832108506978285,0.019023832842344192,0.7895476919848744,3.6541241903117824e-06,0.14990291017584684,0.3800498439985163,0.006995564586866428,0.0008134137469289057,0.7448995534111472,1.5246873045150685e-07,0.019777597530799752
pinn,1,3,0.41444601700073336,0.020095035524629965,0.008690525726528793,0.778485077910307,1.670507634660281e-06,0.07628440516205823,0.37593626450089845,0.004973116741680047,0.0005008601343861836,0.7411127931931439,8.428469425659976e-08,0.015629554961753243
pinn,1,4,0.4047857657438371,0.01377427725621113,0.005406774319254044,0.7755429308588911,1.028270178988062e-06,0.05363285346183835,0.3742016606471118,0.0040590853074236825,0.00037632503646069807,0.739630194271312,5.96550080445013e-08,0.013929048238103004
pinn,1,5,0.3996888599017771,0.010518149132045304,0.003801262608115993,0.7736956302712603,7.198152824147234e-07,0.04219742078424954,0.373682686511208,0.003924391574828941,0.0003111697459483848,0.7389381142223582,4.583301184331557e-08,0.013362780815976508
pinn,1,6,0.3968520233543908,0.008527940071028908,0.0028729665422494092,0.7730602491192702,5.419884735701777e-07,0.03572076981569209,0.3726652212002698,0.0031732358380823452,0.0002624937949483009,0.7384589875445646,3.6828597583347374e-08,0.01312133445240119
pinn,1,7,0.3948241072457011,0.007177671673139784,0.0022632639398003315,0.7724063847123123,4.252361371643973e-07,0.03113569905299966,0.372446431833155,0.003091671072658809,0.00022949030972085893,0.7382289451711318,3.3163331009438263e-08,0.012550860903609325
pinn,1,8,0.39336681002523843,0.006197021689220536,0.0018571095183355416,0.7719240697418771,3.4760980392226287e-07,0.027895506948414372,0.3730497553068049,0.0037997791488819264,0.00020304654839599286,0.7380539669710047,3.19371772949286e-08,0.012143807417220053
pinn,1,9,0.3923963588185427,0.005454626246696201,0.0015563884701738815,0.7718164586439366,2.895566922927351e-07,0.02550791478829413,0.37289439580019784,0.0037138870752909604,0.00019072450146161239,0.7379271352992338,3.12564134052242e-08,0.012155089445193024
pinn,1,10,0.39136546050629967,0.004857276600399395,0.001319846226379457,0.7712232993870247,2.4522750668050477e-07,0.023638979940697913,0.3726763357134426,0.0035638655193478744,0.00016847023824298317,0.7378166563370648,2.7611092706332087e-08,0.011987833402064793
pinn,1,11,0.390739158159349,0.004357427900952355,0.0011477150653329928,0.7711800009739108,2.1352074016737411e-07,0.02176605437586947,0.37286224785973043,0.0037595180363175183,0.0001656063432164956,0.7377997706918156,2.8674503712643266e-08,0.012001534964998855
pinn,1,12,0.39048944740760616,0.00400433560163237,0.0010082567296638267,0.7715485910090004,1.87458514229026e-07,0.020650024775688242,0.37360314761891084,0.004405897377771051,0.0001410135932126329,0.7380139827728271,2.48665938036819e-08,0.01197211560793221
pinn,1,13,0.3898814865728704,0.003697987716849439,0.0008924995859937243,0.7710822042895527,1.6632279596944678e-07,0.019598138461843495,0.37311168803888206,0.00403417952303939,0.00013345024190665057,0.737782853491166,2.499633587697591e-08,0.011932537233566536
pinn,1,14,0.3893793283439264,0.003405642383391174,0.0008075872951516564,0.7707666972788368,1.5043283258641966e-07,0.018639507817059028,0.373490571975708,0.004449856885270599,0.00013247266285950043,0.7377055076991811,2.5597110209218954e-08,0.012169530546730933
pinn,1,15,0.3892073442296284,0.003181445375425605,0.0007331271900045799,0.7709613369732369,1.3627670751209113e-07,0.017853055535474928,0.37296056046205406,0.003981933679075583,0.00012252669886733843,0.7375979528707617,2.5223566294464624e-08,0.011835570543018334
pinn,1,16,0.3887624235414877,0.0029820658028034902,0.0006698399914212798,0.7705483225787558,1.2523914843940497e-07,0.017115549218454738,0.37302230386173024,0.004082560546093565,0.0001079614600765875,0.7375375207732705,2.240228708421241e-08,0.011696877190843225
pinn,1,17,0.388568351544985,0.0028376936708099957,0.0006287264788137158,0.7705013046904308,1.1709508480454888e-07,0.016552522721723084,0.37314342049991384,0.004145379143986194,0.0001082695420978673,0.7376562637441298,2.3405830371897912e-08,0.011574448784813285
pinn,1,18,0.3885363620228884,0.002770507679797891,0.0006018135889728622,0.7706000470533604,1.1243114779559375e-07,0.016480843139040035,0.37297724275028005,0.004091037231880952,0.00010330074506140697,0.7374362524817971,2.0170054384874783e-08,0.011640096576336552
pinn,1,19,0.38844244000388356,0.0026844821631817556,0.0005793931337482319,0.7706092792313274,1.0823990523390865e-07,0.016351010457317277,0.37342845867661867,0.004514874493264977,0.00010665919099290691,0.7374859417186064,2.341109058246569e-08,0.01172537197742392
pinn,1,20,0.38816001102691744,0.002587549706421247,0.0005542673167017311,0.7702745976971417,1.0428383576731348e-07,0.0157923609041041,0.37353988956002626,0.004580666543915868,0.00010373618437477169,0.7375797629356384,2.1376438188186137e-08,0.011744685868239579
pinn,1,21,0.3882111892467592,0.0025352927083831006,0.0005285067444031195,0.7705073414779291,1.0057507711211457e-07,0.015787828395642887,0.3737088266540976,0.004773730028639822,8.888945761581828e-05,0.7375476290197933,1.8295275516777565e-08,0.01168144790126997
pinn,1,22,0.3881239440382981,0.002453726645354636,0.000508163939230144,0.7705262296083497,9.643254554772483e-08,0.015292789639405361,0.3732643320279963,0.004296061233617365,9.372398134848267e-05,0.7376094811102923,1.8226140231046e-08,0.011663997956715962
pinn,2,1,0.7622224939305607,0.19446303359255557,0.1334670005229915,0.9814276440841395,3.0203410937602023e-05,1.0312143676891559,0.39466113202712116,0.01229255345156964,0.004322635146844036,0.7598753641633427,8.162713878418264e-07,0.02695804401574766
pinn,2,2,0.4465088996945358,0.03886345887511242,0.02583895975769293,0.7863723199541975,5.185164379726324e-06,0.15392819056060256,0.38026061128167543,0.007680275100831161,0.0009248693377765663,0.7438603955156663,1.918994548625907e-07,0.018767620710765615
pinn,2,3,0.41606551953932136,0.020206596849985967,0.012283760793052795,0.7778800442451383,2.4324115534776555e-06,0.0776532186513267,0.37676536335664634,0.005726374713156153,0.0005120371831307078,0.7412567033487207,1.04736752813123e-07,0.015458932310781059
pinn,2,4,0.40607067034011934,0.014080594577712983,0.007620807754148434,0.7752426172175059,1.4950524046514878e-06,0.05579121056489828,0.37472010360044594,0.004337045774959466,0.00035696061197942235,0.7401462828411776,7.058625683953323e-08,0.013140530982876526
pinn,2,5,0.4007985250252049,0.010887212528869874,0.005261330422377441,0.7736717949553233,1.0246510472403849e-06,0.04443397336616749,0.3730042839751524,0.0030609829392393723,0.00029411806163432845,0.7393446424428154,5.575532359985653e-08,0.012389381443533827
pinn,2,6,0.39790359611918286,0.008913112423814288,0.003911521839454952,0.7733149659342882,7.622747985562188e-07,0.03768576727044291,0.3723321714821984,0.0026142967878566947,0.0002367098392877618,0.7389664299347821,4.76969581216856e-08,0.011627375969991964
pinn,2,7,0.3957068723876302,0.007535163091677354,0.0030204216813350597,0.772660799142791,5.902013710494163e-07,0.03307445815241918,0.3720383328550002,0.002508060065070715,0.00019604994133046335,0.738626150523915,4.038838304321711e-08,0.01191460041274481
pinn,2,8,0.3940485715866089,0.006529924050882095,0.002406989488319108,0.7720396198877474,4.6553326657009696e-07,0.029501683419434037,0.3720367217765135,0.00261491205652847,0.00017456394690431326,0.7384337923106026,3.839839682818953e-08,0.011759737259982264
pinn,2,9,0.39302697377960855,0.0057738432149607236,0.001974411907878409,0.7719918009711475,3.8566354506689625e-07,0.026971779763698578,0.3714417797677657,0.0020939205937525805,0.00015050863037365214,0.7383217145414913,3.564098569216533e-08,0.011171653990031165
pinn,2,10,0.3921570178212189,0.005169282553762924,0.0016679577458445438,0.7718099479268237,3.2428873210603074e-07,0.02484923655666956,0.37139805274851184,0.002039389291038627,0.00013870426996350835,0.7383553666227004,3.1548270610294503e-08,0.011160041219280922
pinn,2,11,0.3914274191711007,0.00468609493975414,0.0014268580736115392,0.7715934696720868,2.7702503896252005e-07,0.0230884584938971,0.37179411860073314,0.0025892741841209285,0.00012786142949206645,0.7380451630143559,2.98468294262728e-08,0.011829927221269292
pinn,2,12,0.3908266363347449,0.00427330577484809,0.0012431830485782971,0.7714307504456218,2.415600173005659e-07,0.021612152161939843,0.3717297315597534,0.002512529564281816,0.00012269822464612147,0.7380909358753878,3.051428474604483e-08,0.011035053347073057
pinn,2,13,0.39027245342731476,0.003931691376038078,0.0011045590097016496,0.7711668276205296,2.1366551203666348e-07,0.020485580240080997,0.37164589236764345,0.0023129219908322044,0.0001147015016827294,0.7383291440851548,2.7971795233002814e-08,0.011101210832267124
pinn,2,14,0.38996498577478456,0.003655887489979405,0.0009865671617728545,0.7712421024717936,1.9212312296082108e-07,0.0194568975215278,0.3713582315865685,0.0021501536796088606,0.00010367541322279173,0.7380942597108728,2.436408826323553e-08,0.010908234535771258
pinn,2,15,0.3895177743056925,0.0033980775510937702,0.0008813291802298186,0.7709843727146707,1.7224798498096878e-07,0.01866717609327014,0.37173858635565815,0.0023890326231005878,0.00010847716518636683,0.7383692615172442,2.729449440320262e-08,0.011065480751259363
pinn,2,16,0.3892625025132807,0.0031615238460689418,0.0007958735620443959,0.7710474351557289,1.54022384093401e-07,0.01791695966498881,0.3715706713059369,0.0023470729801749043,9.247696160694912e-05,0.7381250928429997,2.1791826173632538e-08,0.011478752212818055
pinn,2,17,0.38905542071272686,0.002963004713287441,0.0007275370554430638,0.7711105448443715,1.422687812977551e-07,0.01732326152439161,0.37190551792874055,0.002587052894180969,9.15629200736636e-05,0.7383233413976782,2.0507805701985194e-08,0.01109768235234215
pinn,2,18,0.38857844072144204,0.0027854802717295723,0.0006675646965471437,0.7705867021549039,1.295346790047971e-07,0.016570019513005164,0.37181948213016286,0.002675856271868243,9.25344718459254e-05,0.7379776590010699,2.328390771691936e-08,0.010849405593677041
pinn,2,19,0.3884936963639608,0.002650864314424192,0.0006127030299067861,0.7707502376742479,1.2057985170777213e-07,0.016124307870774006,0.37163809467764464,0.0025997804340851657,7.810521150103715e-05,0.7377764477449305,2.0143750510763257e-08,0.01110085506704362
pinn,2,20,0.38820086492270955,0.0025221864301029867,0.0005700508701876261,0.7704747828041635,1.1220518758028537e-07,0.015614478099273472,0.3715719124850105,0.0023977551677757327,7.659596068312086e-05,0.7380565019214854,2.075665516589625e-08,0.010757921784020522
pinn,2,21,0.38813985738812423,0.002397465877371227,0.0005288779232991723,0.7706520695511888,1.034525238157873e-07,0.01518156463507472,0.3715057180208318,0.0024482211070683073,7.573030897594221e-05,0.7378193525707021,2.1872544768839094e-08,0.01099231607718941
pinn,2,22,0.38794818229791594,0.0022888917152247413,0.00049102501894018,0.7705298596765937,9.662612390432115e-08,0.014875701923922794,0.3718045669443467,0.0027288244386641856,7.269617965314811e-05,0.7378605253556195,1.8829488608840916e-08,0.010910699541187462
pinn,2,23,0.3877844701452953,0.002171116053387977,0.0004569233257448437,0.7704823177035262,9.049921778907402e-08,0.014364310324464629,0.37177356551675234,0.002865765072569689,6.831104410058983e-05,0.7375263852231643,1.8300311174942527e-08,0.01104304988128955
pinn,2,24,0.3875188547663572,0.0020998926838950776,0.00043256120456712,0.7701233363733059,8.623320438204712e-08,0.014092302654029392,0.37159982498954325,0.0026294440681607846,6.499920795356636e-05,0.7376577573664048,1.8369563334504966e-08,0.01089772503987393
pinn,2,25,0.38762969214741777,0.002048962052468574,0.00041882832756084276,0.7704618674952809,8.338393035124106e-08,0.014029192783665366,0.3716131957138286,0.002659812562770265,6.550349558785777e-05,0.7376217175932491,1.9016242332437582e-08,0.010974666610469712
pinn,2,26,0.38731592094025963,0.002012191560380615,0.0004068413538511888,0.7699209524364006,8.071182720544396e-08,0.01397469735181913,0.37167737939778495,0.002590161152457928,6.298013164161923e-05,0.7378969052258659,1.7578799278961765e-08,0.010724979343221468
pinn,2,27,0.3873674346179497,0.001956899698664684,0.0003925103043978352,0.770150948588441,7.772035641620477e-08,0.013872415508802345,0.3716458888614879,0.0025986188351560164,6.44227370417759e-05,0.7378130975891563,1.8476627757191932e-08,0.010847873424234636
pinn,2,28,0.38729510038364223,0.0019124023908771938,0.00037934315971541784,0.7701131665125126,7.620055541570853e-08,0.01363677056733428,0.3719973686863394,0.002789491941631936,5.9652259712011605e-05,0.7381402815089506,1.7483080447408048e-08,0.01078886490123456
pinn,2,29,0.38719406142467405,0.0018779784242236397,0.0003650249762846748,0.7699989632862371,7.337373990774877e-08,0.013401627892673743,0.3717778114711537,0.0027360040934153776,5.76161191394717e-05,0.7378093670396244,1.6948585071344604e-08,0.010829529861974366
pinn,3,1,0.7743258977808604,0.195737728803623,0.15996481137486493,0.9764504338183054,3.453254733291787e-05,1.03805437175239,0.40455497187726636,0.012698209652786745,0.004147013169987237,0.7791134048910702,6.98716295279583e-07,0.022655077716883493
pinn,3,2,0.4494553128393685,0.03874782343372339,0.028777808019119066,0.7895999979682085,5.724490675652859e-06,0.15180134627877212,0.38100237004897175,0.007701944559812546,0.00126665282090578,0.7450135245042688,1.9306592779390912e-07,0.0160309580319068
pinn,3,3,0.41583798825740814,0.019586192534827605,0.013167811444074643,0.7778376973256832,2.5690136828039035e-06,0.07485290566777311,0.3774040516685037,0.005950177999158555,0.0006362134590744972,0.7419859030667473,9.357241068260812e-08,0.014278439407729927
pinn,3,4,0.40574308830063516,0.013623913466112643,0.008142439114702185,0.7750297225103145,1.5737799297467728e-06,0.05326220220545443,0.37509815482532277,0.004657849114771713,0.0004394541508244241,0.7401706751655129,6.228336978190729e-08,0.013521422988132518
pinn,3,5,0.40081235512000757,0.01054875489051749,0.005697395056258978,0.7739789267865623,1.0974925368284348e-06,0.042500236730386574,0.37410105501904206,0.0039371497559306376,0.00030663573552909144,0.7397569067337934,4.665324398695916e-08,0.013210801489870338
pinn,3,6,0.397728418068188,0.008692117561245473,0.004316456320627433,0.7730265259742737,8.341343395730336e-07,0.036439242432030235,0.37307363923858194,0.00333058915909051,0.0002533933413146502,0.7389813135651981,3.908504202640602e-08,0.01256762966787552
pinn,3,7,0.39561989358285576,0.0074229006564653505,0.0034218074032673386,0.7723286987804785,6.593999000592813e-07,0.032134394774713165,0.37279585179160624,0.003127441566903144,0.00022527639264487387,0.7388732082703534,3.171325717065589e-08,0.011914137901519151
pinn,3,8,0.39419668149657366,0.006441667443141341,0.0027971740516765813,0.7721348746520716,5.375419685306707e-07,0.02886135333285826,0.37232205447028666,0.002841655284796348,0.00017632356406572987,0.738544713048374,2.8820683251704875e-08,0.011985243996605277
pinn,3,9,0.3930591773696062,0.005710300643042457,0.0023485280987920196,0.7718183122030119,4.4761152200474655e-07,0.026509865096247778,0.37211860628689036,0.0023944533279384762,0.000159749536525102,0.7390595639453215,2.5465253017387113e-08,0.011447209837462972
pinn,3,10,0.39216109492429874,0.005124891091637858,0.0020106612540009183,0.7715700355971732,3.841510695887026e-07,0.024550788558837845,0.37205464349073525,0.0027025833226028174,0.00015407952699152862,0.7383191059617435,2.1685721401605164e-08,0.011543766164001735
pinn,3,11,0.3916537558160177,0.004656859151110417,0.0017347758630199767,0.7717971598229757,3.3388283920829985e-07,0.023059765626562805,0.37241827740388755,0.002756626403424889,0.00013759810441543404,0.7389608726781958,2.0747930902754274e-08,0.011238401187309885
pinn,3,12,0.39090108326295525,0.004245304247000959,0.0015158995264777687,0.7713648516957353,2.9123898297889466e-07,0.02151107851688455,0.37193942946546216,0.0026389310711666066,0.00013348155377624447,0.7382418653544258,2.39672265824625e-08,0.011280077893067808
pinn,3,13,0.3903602049118135,0.003895896892971927,0.001334743900792446,0.7711894228691007,2.555987652208276e-07,0.020196952834361938,0.3722303386996774,0.002603224091752268,0.00011176693292594898,0.7389229571118074,1.6975607638535033e-08,0.010973330772043589
pinn,3,14,0.38999152074499827,0.00362604440803208,0.001193393856605015,0.771149300947422,2.2891206649463617e-07,0.019390094298415067,0.3715127548750709,0.002392624706879039,0.00010339810657623115,0.7379185346996083,2.1343816648729498e-08,0.01091375426553628
pinn,3,15,0.38974201751918325,0.0033783772165273747,0.001081320200904795,0.771273160853037,2.0819481198109647e-07,0.018619166664415744,0.3714402791331796,0.002344720603158588,0.0001042459364672301,0.7378740135361167,1.4668861158430873e-08,0.010641390567316729
pinn,3,16,0.38930489013834696,0.003158767497530434,0.0009744205418406282,0.7709636630081549,1.8841213675414554e-07,0.017689141501649852,0.3719130824593937,0.002482672204838737,9.035101003759978e-05,0.738556956543642,1.5405780442195544e-08,0.010673119186642854
pinn,3,17,0.3889865475456889,0.002965566267759153,0.0008917742809167177,0.7708084968532004,1.723155667802042e-07,0.017067413606749075,0.37166399464887734,0.0025025171378408283,8.678656826412086e-05,0.7380206690115088,1.4778287404273188e-08,0.010773244389223264
pinn,3,18,0.38877081761999827,0.002786086159531118,0.0008167067468847806,0.7708204933782903,1.5723884555372046e-07,0.016597413503360456,0.3719494763542624,0.0024280239252702277,8.865482767064618e-05,0.7387416958808899,1.4244891070635437e-08,0.010627018397345263
pinn,3,19,0.38861482753986265,0.00265277128257766,0.0007552687219264577,0.7708470734154306,1.4633286825090446e-07,0.016073972838590057,0.3726109844796798,0.002634894458905739,8.360191350220703e-05,0.7396538608214435,1.3793278937324725e-08,0.010735166793250862
pinn,3,20,0.3883194029331207,0.002510906861549834,0.0007003229785790076,0.7706042768024817,1.3618913901221433e-07,0.015605972125762847,0.37316642789279714,0.002428526716197238,8.14754755136913e-05,0.7411804023910972,1.2154217710711718e-08,0.010696470758001156
pinn,3,21,0.38827340922704556,0.00239077230586057,0.0006455707196259825,0.7708148229412917,1.2508389970412837e-07,0.015231486319041834,0.3724806133438559,0.0022633717094054993,7.62398644035463e-05,0.7401466615059796,1.3699227321156366e-08,0.010578314732650624
pinn,3,22,0.3879592832995624,0.0022807871928529405,0.000608933811280422,0.770452056716128,1.1864315076181589e-07,0.014788159873427414,0.3720315747401294,0.002185361470123205,7.01129642145722e-05,0.7394134577582864,1.4485204512983701e-08,0.010441443650051951
pinn,3,23,0.3878190444736946,0.0021637608566912026,0.0005642325963779557,0.7704603010561408,1.1073544717502467e-07,0.014290159818057606,0.3733999746687272,0.002816871986450518,8.10154083677951e-05,0.7408734174335704,1.1594632339207531e-08,0.010588340995395008
pinn,3,24,0.38766278253822795,0.0020833365738437306,0.0005304976948536932,0.7703444674247648,1.0316532356846326e-07,0.014186138207683475,0.372890128808863,0.0030689502532100853,6.183745491023943e-05,0.7393670958631179,1.1196335048633527e-08,0.01067103962550926
pinn,3,25,0.3875670164096646,0.0020030756074957915,0.0005066331625751379,0.7703438328533638,9.949904566388885e-08,0.013861463302973567,0.3723672505687265,0.002794276806525886,5.917445313945577e-05,0.7388765917104834,1.2939704157839275e-08,0.010508656221003655
pinn,3,26,0.3874800979364209,0.0019607865592328514,0.0004915437468032284,0.7702723668842781,9.626659976486446e-08,0.013726238831423404,0.3725332109367146,0.002865380949943381,5.695802428817842e-05,0.7390647179940167,1.2895883733426002e-08,0.01069899125928607
pinn,3,27,0.3875223765286004,0.0019230596087986558,0.00047357320869284705,0.7704531208771032,9.252782050577657e-08,0.013587973182793797,0.3732730904046227,0.0025499637704342604,5.8428471675142646e-05,0.741179389112136,1.1036203898463688e-08,0.010422057944678646
pinn,3,28,0.38735297540339025,0.0018811965156800862,0.00045770789828810207,0.7702192744103874,8.984407269101057e-08,0.013319708770368158,0.37349607839303856,0.00286788897424498,5.431213054073262e-05,0.7409921954659855,1.166303764676968e-08,0.010493123883326702
pinn,3,29,0.3872646805716724,0.0018397511491302129,0.0004446928197001221,0.7701373042129889,8.780402460391132e-08,0.013384174600970454,0.37263046993928794,0.0027168090729152456,5.516273909854456e-05,0.7395612527342403,1.2169561515369932e-08,0.010544657255248988
pinn,3,30,0.38707399259253245,0.0017863552316046524,0.0004320831635041253,0.7698819877170935,8.533285609831449e-08,0.013051484257164524,0.373073968817206,0.0028344472966102116,5.3179766088279016e-05,0.7402156871907851,1.1143630854683258e-08,0.010509173413190772
pinn,4,1,0.7670744294073524,0.19689057930940534,0.16424100105537148,0.9568232683146872,4.3023567769057814e-05,0.9651712188270034,0.3934207400854896,0.011428345405661008,0.0034722924122915547,0.7600221283295575,5.500430889322374e-07,0.024518816403168088
pinn,4,2,0.44084446241215963,0.03552967284965079,0.021556932831228507,0.7863213274537063,4.264646089190714e-06,0.1375230811536312,0.38007064426646514,0.007439836161211133,0.0010029333061538637,0.7438496281118954,1.687568923818403e-07,0.020450999179635856
pinn,4,3,0.41404948765184824,0.019331439693526523,0.010554319679191926,0.7774007720191304,2.057563998422244e-06,0.07400919687820644,0.3762953000910142,0.0052905810709275745,0.0006246792943463387,0.7410362888784969,1.0324846295575566e-07,0.017421051627025008
pinn,4,4,0.4050560797133097,0.013612528399723331,0.0068213607343595205,0.7749955850403484,1.3189996033494336e-06,0.053468206624795754,0.3746097736498889,0.004237817929071539,0.0005022862015346833,0.7399333470007953,8.995510198166599e-08,0.015410132829428595
pinn,4,5,0.4004556380394029,0.010668139677585625,0.0048930834263290575,0.7738224980307788,9.445137083076123e-07,0.04293293251496989,0.37345700053607717,0.0035637532949776333,0.00036078214179724455,0.7391374707221985,7.050088575678113e-08,0.014408975634176065
pinn,4,6,0.39747731169549433,0.008761640070233404,0.0037109771680950026,0.7729887017389623,7.149948863215974e-07,0.03654776038829147,0.37301388032296123,0.0033821286496651523,0.0002967216517872122,0.7386966978802401,5.695381609464622e-08,0.013501138850936996
