model,member,epoch,lr,tr_loss_total,tr_loss_traj,tr_loss_phys,tr_loss_data,vl_loss_total,vl_loss_traj,vl_loss_phys,vl_loss_data
swing_pinn,0,50,5e-05,4.2805017983482685e-06,2.105140821163886e-06,0.00021753609947087926,0.0,2.746975673694073e-06,9.462015668759705e-07,0.00018007741568403112,0.0
swing_pinn,0,51,5e-05,4.331382081922706e-06,2.160952276870198e-06,0.0002170429812040089,0.0,2.768422392465355e-06,9.364611059936578e-07,0.0001831961336493906,0.0
swing_pinn,0,52,5e-05,4.393210907082681e-06,2.1130092341636334e-06,0.00022802017586555603,0.0,2.757028167050319e-06,9.29029195301862e-07,0.0001827998995496374,0.0
swing_pinn,0,53,5e-05,4.465215375248368e-06,2.3215459572295403e-06,0.00021436694504057126,0.0,2.715420401323677e-06,9.211894583434818e-07,0.00017942309690018496,0.0
swing_pinn,0,54,5e-05,4.317995434598188e-06,2.110825357149446e-06,0.00022071701539793937,0.0,2.7130582414732394e-06,9.140826730597635e-07,0.00017989756209620586,0.0
swing_pinn,0,55,5e-05,4.204262151644088e-06,2.1040254340533e-06,0.00021002367145961105,0.0,2.656154366478505e-06,9.082386011666838e-07,0.00017479157637959966,0.0
swing_pinn,0,56,5e-05,4.021260848253959e-06,1.945956114468572e-06,0.00020753047869131878,0.0,2.5875184140507676e-06,9.035526949850869e-07,0.00016839657877830582,0.0
swing_pinn,0,57,5e-05,4.004048561200318e-06,2.069727814869555e-06,0.00019343207780521634,0.0,2.602145337328289e-06,8.992837100170922e-07,0.0001702861692239013,0.0
swing_pinn,0,58,5e-05,3.960734552603709e-06,1.946471382037022e-06,0.00020142632292401863,0.0,2.5619433725094295e-06,8.944387054220392e-07,0.00016675047097831138,0.0
swing_pinn,0,59,5e-05,3.8031283155560674e-06,1.8903913092888216e-06,0.00019127370863471452,0.0,2.4624057207094866e-06,8.898659176439752e-07,0.00015725398487928841,0.0
swing_pinn,0,60,5e-05,3.832666806840457e-06,1.957224343441783e-06,0.00018754425080970112,0.0,2.3671349633029117e-06,8.874209495641278e-07,0.00014797140223284563,0.0
swing_pinn,0,61,5e-05,3.6381474296277013e-06,1.8762114245319247e-06,0.00017619360431392746,0.0,2.4281258548499964e-06,8.83048016930843e-07,0.00015450778785937777,0.0
swing_pinn,0,62,5e-05,3.6077641564078497e-06,1.8311315820605293e-06,0.00017766326363482398,0.0,2.2939471162115096e-06,8.790955992784196e-07,0.00014148516008087123,0.0
swing_pinn,0,63,5e-05,3.6655009652593703e-06,1.9250105457636314e-06,0.00017404904704052592,0.0,2.3859980602638743e-06,8.757845396050673e-07,0.0001510213607818716,0.0
swing_pinn,0,64,5e-05,3.4445063802860846e-06,1.7132108246741843e-06,0.00017312956014193777,0.0,2.241077784977582e-06,8.717875567122569e-07,0.00013692902414024703,0.0
swing_pinn,0,65,5e-05,3.4196807519037975e-06,1.7412498503445687e-06,0.00016784309246293383,0.0,2.330455547255244e-06,8.682372430889195e-07,0.00014622183354933641,0.0
swing_pinn,0,66,5e-05,3.514840561431966e-06,1.817507229422584e-06,0.0001697333369165568,0.0,2.2504870382059985e-06,8.657772809783637e-07,0.0001384709798407534,0.0
swing_pinn,0,67,5e-05,3.3462156297013637e-06,1.6857158750942135e-06,0.00016604997778436306,0.0,2.1995772385707824e-06,8.638385540709553e-07,0.00013357386989001598,0.0
swing_pinn,1,1,5e-05,0.0001834157913591054,1.5819846583592775e-05,0.016759594925111386,0.0,7.823513927481447e-05,1.3209369474983154e-05,0.006502577181284626,0.0
swing_pinn,1,2,5e-05,8.158876934009263e-05,1.4077718444196961e-05,0.006751105223396202,0.0,4.6463433843908e-05,1.3778458600831476e-05,0.0032684976467862725,0.0
swing_pinn,1,3,5e-05,5.753286092019663e-05,1.4506770218381795e-05,0.004302609183757407,0.0,3.423043704565821e-05,1.3782514542981517e-05,0.0020447922870516777,0.0
swing_pinn,1,4,5e-05,4.469555536094803e-05,1.4353081829407218e-05,0.0030342474375374432,0.0,2.7420401036377167e-05,1.336049889586219e-05,0.0014059902750886977,0.0
swing_pinn,1,5,5e-05,3.692193684223528e-05,1.4081972905132272e-05,0.002283996482175298,0.0,2.2966327580636265e-05,1.2385433365125209e-05,0.0010580894369114605,0.0
swing_pinn,1,6,5e-05,3.280113684545873e-05,1.3662157404568706e-05,0.0019138979770970054,0.0,2.0055843075776163e-05,1.1781602754328762e-05,0.0008274240697371877,0.0
swing_pinn,1,7,5e-05,3.0119753740486554e-05,1.3450720738236247e-05,0.0016669033311034849,0.0,1.8063598165301504e-05,1.1382819441981459e-05,0.000668077897797856,0.0
swing_pinn,1,8,5e-05,2.799895907916901e-05,1.3427029266384169e-05,0.0014571930486254577,0.0,1.6496011994604487e-05,1.0747320629889145e-05,0.0005748691393010733,0.0
swing_pinn,1,9,5e-05,2.6192560853371282e-05,1.3170839515734725e-05,0.0013021721672153146,0.0,1.5231858520160637e-05,1.0095463646090744e-05,0.0005136394821521309,0.0
swing_pinn,1,10,5e-05,2.4292357255301507e-05,1.2796775502842714e-05,0.0011495581839415358,0.0,1.4146120924528481e-05,9.647159660946474e-06,0.0004498961659717477,0.0
swing_pinn,1,11,5e-05,2.3592380585330653e-05,1.2632067454233482e-05,0.0010960313417698916,0.0,1.3211000704258266e-05,9.165135149184303e-06,0.00040458656440023333,0.0
swing_pinn,1,12,5e-05,2.2675566846950592e-05,1.2382515262465969e-05,0.0010293051898593037,0.0,1.2421810525766989e-05,8.712111290757699e-06,0.00037096992147982947,0.0
swing_pinn,1,13,5e-05,2.216077753961677e-05,1.2385771541874686e-05,0.0009775006144148548,0.0,1.1749120555274809e-05,8.193880148610333e-06,0.0003555240416769973,0.0
swing_pinn,1,14,5e-05,2.150960231452567e-05,1.2182351050929667e-05,0.0009327251591901408,0.0,1.1283337294622066e-05,7.89555391141524e-06,0.00033877834923461906,0.0
swing_pinn,1,15,5e-05,2.0402616738886912e-05,1.165448096932179e-05,0.000874813594968944,0.0,1.0905611108885043e-05,7.654462226330199e-06,0.00032511489957364067,0.0
swing_pinn,1,16,5e-05,2.0163545896804597e-05,1.1718551122168896e-05,0.0008444995108264975,0.0,1.0771143024612684e-05,7.422617272823118e-06,0.0003348525691156586,0.0
swing_pinn,1,17,5e-05,1.977034440731187e-05,1.1239385746260423e-05,0.0008530958865133183,0.0,1.0455863856704025e-05,7.289606148535515e-06,0.00031662577304006036,0.0
swing_pinn,1,18,5e-05,1.927786114520575e-05,1.1352342925220444e-05,0.0007925518424954357,0.0,1.0123648987953655e-05,7.08748196605787e-06,0.0003036167100718659,0.0
swing_pinn,1,19,5e-05,1.8425734263628995e-05,1.0750086602922415e-05,0.0007675647900280793,0.0,9.848581511404416e-06,6.905225341648071e-06,0.00029433563597396843,0.0
swing_pinn,1,20,5e-05,1.8129435352975413e-05,1.0679199521091948e-05,0.0007450235979177239,0.0,9.627629171720602e-06,6.7478556755102345e-06,0.00028797735123791627,0.0
swing_pinn,1,21,5e-05,1.7754324733509637e-05,1.0463908926417722e-05,0.0007290415957047627,0.0,9.390303299975736e-06,6.5685317167663015e-06,0.00028217716155470244,0.0
swing_pinn,1,22,5e-05,1.7399402899971436e-05,1.0296955401938204e-05,0.0007102447675495613,0.0,9.299356962502417e-06,6.3746317917118886e-06,0.0002924725186959323,0.0
swing_pinn,1,23,5e-05,1.655057697395777e-05,9.955833065316432e-06,0.0006594743960105428,0.0,9.083295177939968e-06,6.181666018771163e-06,0.0002901628920679084,0.0
swing_pinn,1,24,5e-05,1.6207789596547826e-05,9.586909305742266e-06,0.0006620880463387726,0.0,8.878294263720616e-06,5.988504603414589e-06,0.0002889789854331563,0.0
swing_pinn,1,25,5e-05,1.608588050524903e-05,9.626677438507436e-06,0.0006459203070290841,0.0,8.728341021600903e-06,5.795247792169296e-06,0.00029330933628241636,0.0
swing_pinn,1,26,5e-05,1.554663969905161e-05,8.918885846580407e-06,0.0006627754191868007,0.0,8.53781946514371e-06,5.632619023445942e-06,0.00029052005427527346,0.0
swing_pinn,1,27,5e-05,1.5602550774929114e-05,9.180957133095234e-06,0.0006421593659580117,0.0,8.158783910201035e-06,5.443903521356535e-06,0.0002714880506068261,0.0
swing_pinn,1,28,5e-05,1.5476602795122122e-05,9.104946435045128e-06,0.0006371656512250988,0.0,8.170198169763251e-06,5.249671024406173e-06,0.000292052716961027,0.0
swing_pinn,1,29,5e-05,1.4829950110075383e-05,8.731524713966348e-06,0.0006098425457333555,0.0,7.97336674117509e-06,5.060110652266303e-06,0.00029132561111408804,0.0
swing_pinn,1,30,5e-05,1.4676335545451233e-05,8.531356664806059e-06,0.0006144979057220243,0.0,7.852646780924664e-06,4.873000660962943e-06,0.00029796462008056953,0.0
swing_pinn,1,31,5e-05,1.4286246169365591e-05,8.308890223483237e-06,0.0005977356120682798,0.0,7.512925498708177e-06,4.707338752672917e-06,0.0002805586862248472,0.0
swing_pinn,1,32,5e-05,1.3834484489939868e-05,8.03463321639489e-06,0.0005799851347635523,0.0,7.363271985620183e-06,4.525814978882812e-06,0.0002837456963283734,0.0
swing_pinn,1,33,5e-05,1.3517600275851537e-05,7.682869270466632e-06,0.0005834731159777176,0.0,7.118667478304512e-06,4.348347197770232e-06,0.00027703202795237303,0.0
swing_pinn,1,34,5e-05,1.345778394063861e-05,7.919490455118116e-06,0.00055382936687504,0.0,6.853248679463933e-06,4.173702033464603e-06,0.00026795466773263697,0.0
swing_pinn,1,35,5e-05,1.2915170905549398e-05,7.350606643385396e-06,0.0005564564383282076,0.0,7.14264726613894e-06,3.997422128223762e-06,0.0003145225249075641,0.0
swing_pinn,1,36,5e-05,1.273801801910783e-05,7.032507288918501e-06,0.0005705510826906325,0.0,6.679914551770909e-06,3.821287438970305e-06,0.00028586272997522936,0.0
swing_pinn,1,37,5e-05,1.217171278013422e-05,6.937372623591417e-06,0.0005234340305167545,0.0,6.323347457105734e-06,3.6570986341959924e-06,0.00026662488623211783,0.0
swing_pinn,1,38,5e-05,1.2155742763020609e-05,6.927180227027814e-06,0.0005228562662434741,0.0,6.469969775935169e-06,3.4977355325180624e-06,0.0002972234279796895,0.0
swing_pinn,1,39,5e-05,1.1595930051798195e-05,6.294143043682775e-06,0.0005301787182915864,0.0,6.364825165090022e-06,3.326765181554947e-06,0.0003038060159370717,0.0
swing_pinn,1,40,5e-05,1.1683410332075365e-05,6.310070114900222e-06,0.0005373340376891287,0.0,6.201069178738787e-06,3.160717521192661e-06,0.0003040351649461728,0.0
swing_pinn,1,41,5e-05,1.1289188212064867e-05,5.914508120640232e-06,0.0005374680161078619,0.0,5.844604149590143e-06,3.000777951456257e-06,0.00028438262719040114,0.0
swing_pinn,1,42,5e-05,1.1183605060867238e-05,6.166288286050719e-06,0.0005017316910131584,0.0,5.584256945844067e-06,2.854956392184249e-06,0.00027293006617886323,0.0
swing_pinn,1,43,5e-05,1.0999371292333619e-05,5.944504320678988e-06,0.0005054867098096576,0.0,5.89862232421486e-06,2.7107582304274224e-06,0.00031878642039373517,0.0
swing_pinn,1,44,5e-05,1.0648285818361483e-05,5.449342979329408e-06,0.000519894297013241,0.0,5.447521693390121e-06,2.5682395011649028e-06,0.0002879282223552258,0.0
swing_pinn,1,45,5e-05,1.0310934291138859e-05,5.412051295268877e-06,0.000489888309569257,0.0,5.282937359475505e-06,2.4362466951465144e-06,0.0002846690703235153,0.0
swing_pinn,1,46,5e-05,1.0040691094906012e-05,5.294686089411432e-06,0.00047460051108628694,0.0,5.227758265391458e-06,2.306177988329081e-06,0.00029215803563905257,0.0
swing_pinn,1,47,5e-05,1.00149749769338e-05,4.9925219638858036e-06,0.0005022453175426075,0.0,5.3380866928718105e-06,2.188648813393633e-06,0.00031494378668463067,0.0
swing_pinn,1,48,5e-05,9.510901313993467e-06,4.7196483758786446e-06,0.0004791252985142353,0.0,4.878027640289575e-06,2.078728723770635e-06,0.00027992989635095,0.0
swing_pinn,1,49,5e-05,9.381030883182908e-06,4.635367792239199e-06,0.0004745663190544469,0.0,4.93744977979481e-06,1.9757433165068505e-06,0.00029617066158809594,0.0
swing_pinn,1,50,5e-05,9.111492001865394e-06,4.515795034776824e-06,0.00045956970794444407,0.0,4.8259813512332685e-06,1.877909123019587e-06,0.00029480723444268934,0.0
swing_pinn,1,51,5e-05,9.023802404710028e-06,4.471783357785614e-06,0.0004552019186454212,0.0,4.8594832959578425e-06,1.7878103840808358e-06,0.0003071673078617702,0.0
swing_pinn,1,52,5e-05,8.848081872601164e-06,4.315982284712912e-06,0.00045320996091837383,0.0,4.279288582943587e-06,1.70327811904119e-06,0.0002576010479565917,0.0
swing_pinn,1,53,5e-05,8.645877198610034e-06,4.25611792928887e-06,0.0004389759326330954,0.0,4.328039166365569e-06,1.6251186960087377e-06,0.0002702920497136398,0.0
swing_pinn,1,54,5e-05,8.555546306835334e-06,4.170840483999288e-06,0.00043847058862788466,0.0,4.31216787748983e-06,1.5530472536637617e-06,0.0002759120559656165,0.0
swing_pinn,1,55,5e-05,8.282180471457939e-06,4.041666959049663e-06,0.00042405135776257005,0.0,4.138046632659906e-06,1.4876220575388288e-06,0.0002650424559962832,0.0
swing_pinn,1,56,5e-05,7.950417877908898e-06,3.839357565616743e-06,0.0004111060435406682,0.0,4.224191242327733e-06,1.4249394553189632e-06,0.0002799251879979339,0.0
swing_pinn,1,57,5e-05,8.033142643309874e-06,3.7879560473013e-06,0.00042451866661062144,0.0,4.181431399451361e-06,1.3731590924079583e-06,0.00028082723535286885,0.0
swing_pinn,1,58,5e-05,7.832264544981072e-06,3.660103519040404e-06,0.00041721610809540056,0.0,3.965522258416361e-06,1.3228827179369141e-06,0.00026426395601851656,0.0
swing_pinn,1,59,5e-05,7.453797024936648e-06,3.483370669417171e-06,0.00039704264391486236,0.0,3.892011591233313e-06,1.2817449588611553e-06,0.0002610266658141174,0.0
swing_pinn,1,60,5e-05,7.451686719943565e-06,3.4669795451652424e-06,0.0003984707255745534,0.0,3.906711223559493e-06,1.243344791469604e-06,0.00026633664674591273,0.0
swing_pinn,1,61,5e-05,7.172274208864021e-06,3.3400249931884633e-06,0.0003832249239189323,0.0,3.696632474101433e-06,1.2083476248234447e-06,0.00024882848891947005,0.0
swing_pinn,1,62,5e-05,7.2138694610280585e-06,3.3782552314156287e-06,0.0003835614316347169,0.0,3.7458762562891934e-06,1.1803340006129777e-06,0.00025655423168144707,0.0
swing_pinn,1,63,5e-05,7.052594521998643e-06,3.2130635700901264e-06,0.00038395310459635786,0.0,3.6796255295080805e-06,1.1540711663352947e-06,0.0002525554365193885,0.0
swing_pinn,1,64,5e-05,7.146730395772199e-06,3.383317673025176e-06,0.0003763412774211114,0.0,3.6645843313939017e-06,1.1302042316351112e-06,0.0002534380231130247,0.0
swing_pinn,1,65,5e-05,6.747557097519237e-06,3.0026429257992366e-06,0.0003744914223405919,0.0,3.479225395292613e-06,1.108189685005022e-06,0.00023710357426251803,0.0
swing_pinn,1,66,5e-05,6.919040715285696e-06,3.3072721978941245e-06,0.00036117686214288925,0.0,3.5731859245263168e-06,1.086608253646975e-06,0.0002486577739344082,0.0
swing_pinn,1,67,5e-05,6.675822688277283e-06,3.019621303570691e-06,0.00036562014322886923,0.0,3.5673101845329966e-06,1.0671004765249058e-06,0.0002500209811842069,0.0
swing_pinn,1,68,5e-05,6.48970628789379e-06,2.795518991838546e-06,0.00036941874323685356,0.0,3.4859296849592483e-06,1.0501631588037223e-06,0.0002435766622915657,0.0
swing_pinn,1,69,5e-05,6.390571609411315e-06,2.942548390575855e-06,0.00034480232308141704,0.0,3.3032576488444142e-06,1.0327290927610495e-06,0.00022705285906946907,0.0
swing_pinn,1,70,5e-05,6.049408356619363e-06,2.67671696181468e-06,0.0003372691479432056,0.0,3.3059884066864874e-06,1.019681172288579e-06,0.00022863073293895772,0.0
swing_pinn,1,71,5e-05,6.409469289969931e-06,3.0532780534131013e-06,0.00033561913537929154,0.0,3.3360696913102097e-06,1.0082576093534751e-06,0.00023278121726535674,0.0
swing_pinn,1,72,5e-05,5.903181428903935e-06,2.7022159989295377e-06,0.0003200965435187355,0.0,3.158909698362954e-06,9.977558382464242e-07,0.00021611539220126966,0.0
swing_pinn,1,73,5e-05,6.026791974053173e-06,2.789561934638719e-06,0.00032372300856655875,0.0,3.262368586042107e-06,9.897696789569939e-07,0.00022725989563494094,0.0
swing_pinn,1,74,5e-05,5.651961035299592e-06,2.508306296498986e-06,0.0003143654782722545,0.0,3.093383106210644e-06,9.813783839894718e-07,0.00021120047636537088,0.0
swing_pinn,1,75,5e-05,5.907751828334124e-06,2.7024734330685843e-06,0.0003205278438300167,0.0,3.3439144873328687e-06,9.73825933670014e-07,0.0002370088655475734,0.0
swing_pinn,1,76,5e-05,5.664237383692724e-06,2.4351424915549593e-06,0.00032290949226391113,0.0,3.1765240338346403e-06,9.664908967958279e-07,0.00022100331908505823,0.0
swing_pinn,1,77,5e-05,5.753753179660856e-06,2.7679791373441e-06,0.0002985774055293693,0.0,3.1691100856632047e-06,9.599628406754669e-07,0.00022091473025890687,0.0
swing_pinn,1,78,5e-05,5.317624549561737e-06,2.388531902952087e-06,0.0002929092677332824,0.0,2.9439651522504087e-06,9.53802908851584e-07,0.00019901623050423546,0.0
swing_pinn,1,79,5e-05,5.405547354468315e-06,2.5638859086961377e-06,0.00028416614520942747,0.0,3.004731348078672e-06,9.488137809259772e-07,0.0002055917607827319,0.0
swing_pinn,1,80,5e-05,5.275459543332633e-06,2.3532617483286273e-06,0.0002922197859223205,0.0,2.9661558376877415e-06,9.416773423254199e-07,0.00020244785021835318,0.0
swing_pinn,1,81,5e-05,5.1759177217829304e-06,2.3559644698873785e-06,0.0002819953306021578,0.0,2.844565036260368e-06,9.359557364203081e-07,0.00019086093137351176,0.0
swing_pinn,2,1,5e-05,6.436538964541198e-05,2.536948576140808e-05,0.0038995904984270653,0.0,2.7424279121785527e-05,1.940186464505839e-05,0.0008022414792018632,0.0
swing_pinn,2,2,5e-05,3.23349689917849e-05,1.7704154033264962e-05,0.0014630815258431362,0.0,1.7519218898895713e-05,1.2251108677850829e-05,0.0005268110188707295,0.0
swing_pinn,2,3,5e-05,2.6187907212993085e-05,1.4770661037778709e-05,0.0011417246324282775,0.0,1.4618992281612009e-05,1.0495552790719861e-05,0.00041234397536350624,0.0
swing_pinn,2,4,5e-05,2.3747098721952815e-05,1.370508238235233e-05,0.0010042016567639643,0.0,1.2906018734308114e-05,9.01314948957103e-06,0.0003892869345792052,0.0
swing_pinn,2,5,5e-05,2.124963483344423e-05,1.2711149260789303e-05,0.000853848562678095,0.0,1.1873477281672725e-05,8.12463678004052e-06,0.00037488405683284835,0.0
swing_pinn,2,6,5e-05,1.9601440948374545e-05,1.1702581992367192e-05,0.0007898859174286084,0.0,1.0997775259764037e-05,7.373601066420734e-06,0.00036241743105670647,0.0
